アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
ZOT on the WAVE & Fuji Taito,Crayon,30,https://open.spotify.com/track/3ZEdrRIGjFpXZSzfjwWmDQ,54,60
Official髭男dism,115万キロのフィルム,29,https://open.spotify.com/track/278JqkBGkjDovOYAwE8TW7,71,67
Stray Kids,CIRCUS,28,https://open.spotify.com/track/2uw2ftfyS4yJLWiTtbxasE,85,65
平井大,"Stand by me, Stand by you.",27,https://open.spotify.com/track/2RbVD1IgXtyQFlLtbthaZ3,65,54
QUEENDOM,チキチキバンバン,26,https://open.spotify.com/track/7xm0KJMfeaJQmQdDxAipiY,33,49
YOASOBI,好きだ,25,https://open.spotify.com/track/5m2m2FUgFbIGQkl9sEoBi4,73,50
LIP×LIP,ジュリエッタ,24,https://open.spotify.com/track/1NzrDTTMlsz3ZEf72ghumr,40,36
Saucy Dog,優しさに溢れた世界で,23,https://open.spotify.com/track/2mRMcwDCNyYvBXaoUxmsmE,65,55
幾田りら,スパークル,22,https://open.spotify.com/track/6EuubEs5qOmJdpNhkU47OZ,65,60
Vaundy,恋風邪にのせて,21,https://open.spotify.com/track/1IFyAcFGKEoAcdFa8WwLk0,72,64
Novelbright,ツキミソウ,20,https://open.spotify.com/track/0UWTRBGWfOp709f6rxd63R,63,58
back number,高嶺の花子さん,16,https://open.spotify.com/track/2jdbZGFp8KVTuk0YxDNL4l,76,75
菅田将暉,虹,15,https://open.spotify.com/track/7AIj86wFWqm7X1TZ2hzHwS,59,58
YOASOBI,三原色,14,https://open.spotify.com/track/3FUCuf498nFHJXFYR1V9Bd,73,58
Creepy Nuts,のびしろ,13,https://open.spotify.com/track/4inayqSdDjRuQMIXFn1M29,70,56
Kep1er,WA DA DA,12,https://open.spotify.com/track/0hQNbQKW2dDATH1ngj4TI6,54,53
あいみょん,裸の心,11,https://open.spotify.com/track/11OHUXwYHjsRNysUDdO2JS,70,54
BTS,Run BTS,10,https://open.spotify.com/track/69xohKu8C1fsflYAiSNbwM,86,75
BUMP OF CHICKEN,クロノスタシス,9,https://open.spotify.com/track/6Pd73yNBtoVpTRM6xLwOGp,63,55
King Gnu,白日,8,https://open.spotify.com/track/5iF0Yf9gju6ERpAch08JsC,69,59
DISH//,猫,7,https://open.spotify.com/track/38qQqIxE80HGZWbhCfN7hp,56,50
Tani Yuuki,愛言葉,6,https://open.spotify.com/track/515q6vR077kY4BQv8F3pGj,59,59
なにわ男子,ダイヤモンドスマイル,4,https://open.spotify.com/track/3Hq6xWnQ40rtZ09bPzKmPU,57,51
Saucy Dog,結,3,https://open.spotify.com/track/5Anr2wqdL182BsI02iCbcd,65,62
あいみょん,ハート,2,https://open.spotify.com/track/6cvKfEw8rDcmXBslqSEC9G,70,54
風男塾,Hello Hello,1,https://open.spotify.com/track/4hKjcvZIHciuiaywqGhwxY,21,6
