Artist,Track,URL,Debut,Max,Mean,Std,Length,Sum,Skewness,Kurtosis
三代目 J Soul Brothers from EXILE TRIBE,花火,https://open.spotify.com/track/6xkRAXgNOwPXjpl8bD0WRe,35,99,45.47,33.57,19,864,0.14,-1.51
乃木坂46,今、話したい誰かがいる,https://open.spotify.com/track/5EBqfqnUU0aGtmPL7vGlrz,33,100,68.5,19.2,18,1233,-0.02,-1.18
NEWS,ヒカリノシズク,https://open.spotify.com/track/7BijXU7l6GFS4aShGwnKPL,32,100,48.33,39.68,6,290,0.12,-1.98
E-girls,Follow Me,https://open.spotify.com/track/06yfLJC5pMcFw8hoNovLaT,30,99,51.0,23.93,15,765,0.65,-0.89
AAA,愛してるのに、愛せない,https://open.spotify.com/track/1YjQMlW69RDw6EuLbpIfmB,28,96,47.93,30.44,28,1342,0.23,-1.57
MAN WITH A MISSION,Raise your flag,https://open.spotify.com/track/0zz23sDNfQ0onyVh80GwqF,19,99,52.76,30.38,17,897,0.13,-1.65
家入レオ,君がくれた夏,https://open.spotify.com/track/6woHdm2NKm0RHbuO7qt4ww,17,100,65.46,30.29,28,1833,-0.39,-1.33
E-girls,Merry × Merry Xmas★,https://open.spotify.com/track/5EWkb2pHVzPeJlJlETUI06,16,99,56.17,36.72,6,337,-0.26,-1.91
back number,花束,https://open.spotify.com/track/3QIAwtEEDOrv0g5NKCGrXZ,15,98,32.18,21.95,117,3765,0.97,0.8
AKB48,恋するフォーチュンクッキー,https://open.spotify.com/track/3Tw2WaAaeRj0YKtTUogJVz,14,100,47.61,30.21,85,4047,0.25,-1.35
E-girls,Dance Dance Dance,https://open.spotify.com/track/5jUil9n78agllVlIgLt8Qm,13,98,41.94,34.35,16,671,0.37,-1.47
嵐,愛を叫べ,https://open.spotify.com/track/6sESCqEL3UmdmOO2UBrg8c,11,100,58.14,31.63,21,1221,-0.18,-1.55
西野カナ,Darling,https://open.spotify.com/track/5ifBjexppI1XZOx5eBqnJZ,6,99,55.0,35.26,52,2860,-0.19,-1.67
BUMP OF CHICKEN,ray,https://open.spotify.com/track/1QrR4mWXPY9bLsA4FKYtJF,3,99,50.11,34.16,19,952,-0.14,-1.49
乃木坂46,裸足でSummer,https://open.spotify.com/track/288SNOHYZizb3jZ6U6DByY,100,100,71.35,27.31,17,1213,-1.07,-0.12
UVERworld,WE ARE GO,https://open.spotify.com/track/6D8DP9JQBRSRcn3lm6AVCF,96,96,44.5,46.65,4,178,0.08,-2.34
SCANDAL,テイクミーアウト,https://open.spotify.com/track/1jFc0ex4JP9ZODxGNlg0YG,94,94,48.33,42.48,3,145,0.17,-2.33
スピッツ,醒めない,https://open.spotify.com/track/4DcIaaMiQiwGoz71v2q0r4,92,92,49.71,23.77,7,348,0.58,-1.3
藍井エイル,翼,https://open.spotify.com/track/5SkZRPhrXieDDT5LIWkiDB,90,96,60.0,30.19,9,540,-0.27,-1.79
E-girls,E.G. summer RIDER,https://open.spotify.com/track/1Kjomih1JxeJWHw1lHP51o,89,99,61.82,33.8,11,680,-0.75,-1.03
EXILE,Joy-ride〜歓喜のドライブ〜,https://open.spotify.com/track/4XwjFZsnbstYocI74BygEA,85,99,62.11,33.45,9,559,-0.45,-1.75
西野カナ,Have a nice day,https://open.spotify.com/track/0QupnB0s2ZFEiPfPtfIwl4,84,97,57.88,27.78,17,984,-0.42,-1.02
Nissy(西島隆弘),まだ君は知らない MY PRETTIEST GIRL,https://open.spotify.com/track/3PwyYPqtXM1WRy5HV6hICE,83,93,51.21,27.13,14,717,-0.32,-1.22
KinKi Kids,薔薇と太陽,https://open.spotify.com/track/77bTaeYbGZmhC7hxLuRkjS,81,100,46.4,42.51,5,232,0.19,-2.11
GReeeeN,beautiful days,https://open.spotify.com/track/0cHrtuQWokhtiKq9oHo8H4,78,78,52.5,24.87,6,315,-0.39,-1.48
Aqours,青空Jumping Heart,https://open.spotify.com/track/2mfeB9kJkCaQBZKE2FXlgv,77,98,54.57,29.39,7,382,0.03,-1.56
GLIM SPANKY,怒りをくれよ,https://open.spotify.com/track/2FXtYLpJKHEbtLuCDGpRrr,75,84,58.57,19.42,7,410,-0.23,-1.46
平井堅,魔法って言っていいかな?,https://open.spotify.com/track/5wFEw8rdKXoi88HaXkAUm8,73,97,67.06,25.76,16,1073,-0.82,-0.12
JY,好きな人がいること,https://open.spotify.com/track/5gK68pLKQh7naWNuZm7wbT,68,98,64.96,29.82,28,1819,-0.66,-0.86
GENERATIONS from EXILE TRIBE,涙,https://open.spotify.com/track/30qeocnAJxvIQLWSbv8Awx,67,100,55.36,27.15,11,609,-0.03,-1.1
fourfolium,SAKURAスキップ,https://open.spotify.com/track/49z9rAJgzCaETMjKRvKQNW,64,64,36.67,26.1,3,110,0.1,-2.33
10-FEET,アンテナラスト,https://open.spotify.com/track/0RfWTI5UBTzqNGW5ZMgbBh,62,95,41.6,36.64,5,208,0.39,-1.84
桑田佳祐,ヨシ子さん,https://open.spotify.com/track/3rvh3QR3NOnwyo1IssTqJ1,58,99,65.89,34.87,9,593,-0.6,-1.31
VIXX,花風,https://open.spotify.com/track/5h2tNoLkRkmr4wNGBlCcWV,57,98,66.0,28.58,3,198,0.28,-2.33
Suchmos,MINT,https://open.spotify.com/track/0q7srV6oZ46Xyp5LZS80Jr,56,95,51.0,33.45,10,510,-0.08,-1.86
藤原さくら,Soup,https://open.spotify.com/track/6TMRe5uN622SzHfrLx78S3,55,99,71.76,32.87,17,1220,-0.91,-0.71
Flower,やさしさで溢れるように,https://open.spotify.com/track/3PRPAqa2iOdeOneRClYJmS,54,99,62.05,31.8,20,1241,-0.34,-1.33
EXILE THE SECOND,YEAH!! YEAH!! YEAH!!,https://open.spotify.com/track/11y0Fr0S4ofIfAz0fXyeMD,53,99,48.89,26.3,9,440,0.54,-1.04
Nissy(西島隆弘),ハプニング,https://open.spotify.com/track/3Z0ZEAG7mEaNMD8MMcVBfP,50,94,52.67,40.07,3,158,0.07,-2.33
欅坂46,世界には愛しかない,https://open.spotify.com/track/4Arae8hvCXOLiofE0VcnFo,47,100,47.25,25.16,36,1701,0.19,-0.9
ケツメイシ,ヤシの木のように,https://open.spotify.com/track/1aiY2J7kWH5PCWdW9MQvhz,35,88,56.25,30.91,4,225,0.01,-2.35
back number,黒い猫の歌,https://open.spotify.com/track/3Dr81TbTZJr9ckZn0iCT5C,34,89,50.5,33.15,4,202,0.05,-2.15
YUKI,ポストに声を投げ入れて,https://open.spotify.com/track/5AD6YSnZWZFH8AT1amFhyY,33,96,53.25,37.82,4,213,0.03,-2.2
水樹奈々,STARTING NOW!,https://open.spotify.com/track/3hAyDY3024JUVmiIaBpcz0,31,98,53.0,43.15,4,212,-0.06,-2.24
NEWS,恋を知らない君へ,https://open.spotify.com/track/7oNFLT7M9ebVVRAU5fwa7q,29,100,52.1,31.03,10,521,-0.1,-1.25
三代目 J Soul Brothers from EXILE TRIBE,MUGEN ROAD,https://open.spotify.com/track/21lY6lbHh12V7IstM6WlSv,26,95,55.0,29.16,12,660,-0.23,-1.52
AAA,NEW,https://open.spotify.com/track/618ZxrQwcokOTHKj3E69sM,24,98,67.94,26.84,17,1155,-0.83,-0.52
NMB48,僕はいない,https://open.spotify.com/track/14aFLv3GmiRQhd2UyNQ6fh,12,100,52.92,26.08,13,688,0.32,-1.22
E-girls,Pink Champagne,https://open.spotify.com/track/3BLP9AuW6Cezuuh8LZNbF9,10,99,47.43,37.45,7,332,0.06,-1.85
井上苑子,ナツコイ,https://open.spotify.com/track/5IgPpRZUGjnxGeezCibodM,2,92,59.11,26.31,9,532,-0.92,-0.16
E-girls,Go! Go! Let's Go!,https://open.spotify.com/track/5axCdl0FA6hCg0LtdOhxW5,96,96,45.0,37.15,7,315,-0.01,-1.9
桑田佳祐,君への手紙,https://open.spotify.com/track/6AYiMecNVEj7XHTYuGztSa,95,98,68.38,21.76,13,889,-0.34,-1.21
back number,ハッピーエンド,https://open.spotify.com/track/4GqO80eGXA542oTvlYv4LS,94,97,28.54,23.67,152,4338,1.36,1.42
三代目 J Soul Brothers from EXILE TRIBE,Welcome to TOKYO,https://open.spotify.com/track/0DmYTqtPlEgfGtzVvFFnfR,91,99,60.68,31.41,25,1517,-0.35,-1.62
AKB48,ハイテンション,https://open.spotify.com/track/6HO8dt9rpLxfHDmZnOxy4d,90,100,61.33,25.6,12,736,-0.09,-1.3
GENERATIONS from EXILE TRIBE,PIERROT,https://open.spotify.com/track/0EMXXQ6kArfbjjjYSTbcEx,89,98,66.92,24.76,12,803,-0.95,-0.29
西野カナ,Dear Bride,https://open.spotify.com/track/4NldFTO8QMKacRAy0K34Wd,86,96,54.59,34.06,27,1474,-0.35,-1.68
THE YELLOW MONKEY,砂の塔,https://open.spotify.com/track/4s8jSoH9K7NzVBn8TiqdSg,85,98,75.93,16.87,15,1139,-1.31,1.74
THE BEAT GARDEN,Promise you,https://open.spotify.com/track/1SwfVWdQC1dAXZpx589P0Y,77,77,62.6,10.83,5,313,-0.12,-1.51
JUJU,believe believe,https://open.spotify.com/track/7qix55bLcHItbudxwJuVfg,74,74,37.4,27.56,5,187,0.07,-1.85
三浦大知,(RE)PLAY,https://open.spotify.com/track/6X3FXpanWJKBxbdqxIeOdO,73,89,53.36,28.5,11,587,-0.38,-1.56
Superfly,99,https://open.spotify.com/track/3t1M7SkoBzSk5sXt3BLsFo,70,83,48.8,22.25,10,488,-0.12,-1.46
ONE OK ROCK,Taking Off,https://open.spotify.com/track/7bmdV1IiqeCIK1Lb3klDVV,67,97,49.15,27.64,20,983,-0.02,-1.39
Aimer(エメ),茜さす,https://open.spotify.com/track/1jJjnRT0Pq6FdOpzAjGOTE,59,93,57.4,27.54,5,287,0.07,-1.99
高橋優,明日はきっといい日になる,https://open.spotify.com/track/0FxlEdRB0G35XXn8gXU2qA,57,86,42.36,21.59,22,932,-0.23,-0.73
SPYAIR,RAGE OF DUST,https://open.spotify.com/track/4HlHiyPywAdHVYjKzuvWjY,56,94,63.89,21.2,9,575,-0.22,-1.33
家入レオ,それぞれの明日へ,https://open.spotify.com/track/1stWQFgqJ6NuEwBEQxt2Tr,50,50,33.67,21.73,3,101,-0.33,-2.33
RADWIMPS,光,https://open.spotify.com/track/2uR9GsiKf0HQ65l5iDiAYx,48,81,51.0,28.33,5,255,0.06,-2.2
林部智史,あいたい,https://open.spotify.com/track/1qUuLV8QHVvkdEAToP0aoM,43,72,46.31,14.83,13,602,-0.04,-0.84
DEAN FUJIOKA,History Maker,https://open.spotify.com/track/388Goi8izhV978LfGi0AQM,42,58,38.85,16.97,13,505,-1.04,-0.16
宇多田ヒカル,道,https://open.spotify.com/track/4nYtqZDscX8TLvR4p0ON1s,38,96,66.83,21.26,18,1203,0.11,-1.73
EXO,Coming Over,https://open.spotify.com/track/6VfzHJBBpImuCfxHavQvK8,37,98,61.6,25.01,5,308,0.28,-1.78
ナオト・インティライミ,夢のありか,https://open.spotify.com/track/6ZyyYlXorbVteQFHYjjAtf,36,83,51.83,21.46,6,311,0.26,-1.86
ももちひろこ,好きだから言えない,https://open.spotify.com/track/1tFqdRrayxQBe3veV8CreI,34,62,34.75,19.1,4,139,0.56,-1.85
サカナクション,多分、風。,https://open.spotify.com/track/3CUMIkvvarUDjD5bVIWKl8,32,95,56.58,31.1,12,679,-0.41,-1.42
ASIAN KUNG-FU GENERATION,リライト,https://open.spotify.com/track/3txqYlzoDZGLoW8MGll9tQ,29,52,25.0,20.22,4,100,0.37,-2.03
夜の本気ダンス,Without You,https://open.spotify.com/track/1bj7aHzAz3V8lA8CnitYlb,8,60,33.67,26.01,3,101,0.03,-2.33
AAA,涙のない世界,https://open.spotify.com/track/5X0oBfMej8jeiiCciQll97,6,94,56.5,29.33,14,791,-0.38,-1.49
SEKAI NO OWARI,Hey Ho,https://open.spotify.com/track/2xsxP0EzcSWF96jdITaQxE,2,96,53.27,28.98,11,586,-0.04,-1.28
Hi-STANDARD,You Can't Hurry Love,https://open.spotify.com/track/4uozLNiScLC3ubTRICSK9X,94,94,64.0,32.54,4,256,-0.38,-1.96
さユり,フラレガイガール,https://open.spotify.com/track/79i3cvW2LUR6vmZpMxezJ5,79,79,55.67,20.82,3,167,0.29,-2.33
Flower,モノクロ,https://open.spotify.com/track/7IKkrFd6GBuQosVLffieSE,66,98,56.0,29.39,7,392,-0.12,-1.5
GReeeeN,暁の君に,https://open.spotify.com/track/53uhCXEaLoKfq0K1VpYTmw,56,56,45.67,17.9,3,137,-0.38,-2.33
NMB48,僕以外の誰か,https://open.spotify.com/track/1vW3BdiV8VBkUGIx4pyTiO,4,99,45.38,37.1,8,363,0.32,-1.87
超特急,Yell,https://open.spotify.com/track/7EIcGbM8DgdBsyIPWEJh7I,96,96,39.67,49.1,3,119,0.36,-2.33
BURNOUT SYNDROMES,FLY HIGH!!,https://open.spotify.com/track/44ljoaRrogXke0S4U8iekW,89,89,59.8,26.02,5,299,-0.28,-1.84
DOES,KNOW KNOW KNOW,https://open.spotify.com/track/493sx38WWl4MY9kuvEmIVP,82,82,40.25,35.74,4,161,0.14,-2.28
山崎まさよし,空へ,https://open.spotify.com/track/3Pc2cdBL5C7IzgegipE5Ln,77,77,56.0,25.23,4,224,-0.55,-1.83
GReeeeN,夢,https://open.spotify.com/track/19EYSnWJObYwZbpYvDBbUP,74,82,66.33,18.29,6,398,-0.65,-1.36
さユり,それは小さな光のような,https://open.spotify.com/track/7FOeR1X65DEG4KjpVhNC4Z,68,86,50.8,26.4,5,254,0.16,-1.93
E-girls,DANCE WITH ME NOW!,https://open.spotify.com/track/4LHwPHS2smReI4x1WRGnpJ,63,91,47.38,28.91,13,616,-0.08,-1.45
橋本環奈,セーラー服と機関銃,https://open.spotify.com/track/5DmQyyNb0YpCiavFGjLDyY,58,88,60.0,22.09,4,240,0.1,-1.88
家入レオ,Hello To The World,https://open.spotify.com/track/5mWOGk8JFr304ZOnDTiy56,55,95,42.22,33.09,9,380,0.14,-1.63
BTOB,Dear Bride,https://open.spotify.com/track/1hszboEN6IRxriuvAahVab,49,99,64.0,30.41,3,192,0.37,-2.33
HOWL BE QUIET,MONSTER WORLD,https://open.spotify.com/track/6Q3aw55ZHgScgqVE5FDFOx,47,84,69.0,14.82,5,345,-0.35,-1.73
ハジ→,絆。,https://open.spotify.com/track/5culReQtw74szjYkOOcluw,45,71,59.0,13.11,3,177,-0.15,-2.33
WHITE JAM,咲かないで,https://open.spotify.com/track/09CpBd4GdCrcz5M72FFm7Y,31,47,21.0,21.79,4,84,0.17,-2.25
SEKAI NO OWARI,RPG,https://open.spotify.com/track/7facNrW6VRW8s3ICZ8G1uW,22,100,43.62,23.4,97,4231,0.24,-0.6
Kiroro,Best Friend,https://open.spotify.com/track/3zYklKjGLqqliuuY7iBprG,21,71,47.75,20.71,4,191,-0.18,-1.91
MAN WITH A MISSION,Memories,https://open.spotify.com/track/4NiFQWTMdFD0DjHkOQJK4r,12,80,51.38,22.84,8,411,-0.21,-1.28
雨のパレード,Tokyo,https://open.spotify.com/track/60To99qb1JAoQ0F6iclxQn,7,25,14.0,9.64,3,42,0.34,-2.33
Hey!Say!JUMP,真剣SUNSHINE,https://open.spotify.com/track/5BEHPRiHxDEuVVYajjxlEs,100,100,55.5,35.16,6,333,0.16,-1.94
ワルキューレ,一度だけの恋なら,https://open.spotify.com/track/34CksmDdpIijQB2WUZiRLd,98,98,67.89,22.99,9,611,-0.33,-1.37
Little Glee Monster,My Best Friend,https://open.spotify.com/track/5kgMkKZpKFbZ8LSMF7moYM,96,96,48.83,33.67,6,293,-0.01,-1.63
TrySail,High Free Spirits,https://open.spotify.com/track/5YEG7E2bTb59guO3kzR58M,95,95,50.6,30.77,5,253,0.27,-1.74
NMB48,甘噛み姫,https://open.spotify.com/track/0WaengKDHyFCdJF4chcKja,87,100,65.71,31.27,7,460,-0.5,-1.45
CNBLUE,Puzzle,https://open.spotify.com/track/4FetFpsh8F2fDhSV7mzphy,86,86,40.0,41.61,3,120,0.25,-2.33
HARUHI,ひずみ,https://open.spotify.com/track/1B2dsxhiNChPRUPlxyhHck,82,82,56.0,18.14,6,336,0.43,-1.88
GLAY,デストピア,https://open.spotify.com/track/1SG2tLKOX635GnVOp1MDoC,74,93,77.0,14.73,3,231,0.2,-2.33
鈴木このみ,Redo,https://open.spotify.com/track/7ADZ8mKoPLV1VugJVcJDUr,72,72,40.0,29.46,3,120,0.2,-2.33
BTS (防弾少年団),FIRE,https://open.spotify.com/track/6bYJAOHKCvy9cSEAUR8NvG,71,71,32.67,33.23,3,98,0.38,-2.33
ラックライフ,名前を呼ぶよ,https://open.spotify.com/track/2X5G59k37QhfMy9Hk45Gef,66,66,41.0,24.52,3,123,0.04,-2.33
DREAMS COME TRUE,あなたのように,https://open.spotify.com/track/2jcgFcyNc8I0KqrKYi3yFW,65,95,56.5,32.51,4,226,-0.03,-1.96
back number,僕の名前を,https://open.spotify.com/track/1ItBHdeRsG8V46bgdA9ULI,60,100,63.73,29.95,11,701,-0.4,-1.4
感覚ピエロ,拝啓、いつかの君へ,https://open.spotify.com/track/4enf9AFG9VkUN6iKphiQQL,52,64,43.0,19.66,9,387,-0.53,-1.25
ポルノグラフィティ,THE DAY,https://open.spotify.com/track/3wWPWoE2b7enVy5SIqMqm9,51,98,60.1,30.61,10,601,-0.53,-1.14
嵐,Daylight,https://open.spotify.com/track/7xid7Vi1ZMYlfL1IY13sU6,50,80,60.0,16.25,4,240,0.18,-2.15
いきものがかり,Sweet! Sweet! Music!,https://open.spotify.com/track/0iMWiphA2KKGifFogU1MNQ,38,53,40.88,9.91,8,327,-0.48,-1.23
KEYTALK,MATSURI BAYASHI,https://open.spotify.com/track/1TxkN7vAidD81tudWacHVQ,37,87,60.0,25.24,3,180,0.15,-2.33
chay,それでしあわせ,https://open.spotify.com/track/1gVbKOMVY3y8vMikjy7bWK,25,58,33.29,17.1,7,233,0.08,-1.37
スピッツ,ロビンソン,https://open.spotify.com/track/0sVnyL71jTOuMt9TZ59bws,18,61,19.8,19.27,10,198,0.99,-0.43
Hey!Say!JUMP,Fantastic Time,https://open.spotify.com/track/7ndIcmZX3eVSAcosAChgUS,100,100,54.67,36.92,6,328,-0.04,-1.94
"へし切長谷部(新垣樽助),宗三左文字(泰勇気),薬研藤四郎(山下誠一郎)",心魂の在処,https://open.spotify.com/track/5GjmkFhEjtY1MF5IGDyz9f,90,90,44.67,41.68,3,134,0.2,-2.33
Knights,Silent Oath,https://open.spotify.com/track/68pgpDBeGpmvhNscWHHMCe,86,86,31.0,47.66,3,93,0.38,-2.33
Hi-STANDARD,ANOTHER STARTING LINE,https://open.spotify.com/track/1dU1fbsT81XkK4pofEjwBs,80,100,73.43,24.26,7,514,-0.42,-1.65
BURNOUT SYNDROMES,ヒカリアレ,https://open.spotify.com/track/5WLaJoYalaASb9JB7Yk5U6,62,62,40.83,19.63,6,245,-0.76,-0.9
"大和守安定(市来光弘),加州清光(増田俊樹)",花丸◎日和!,https://open.spotify.com/track/0jNL3WnMQz0tOU5qHwht9P,52,87,46.0,30.88,5,230,0.04,-1.86
BTS (防弾少年団),Blood Sweat & Tears,https://open.spotify.com/track/2u54HNQamwFuOMLSuhSRom,47,83,45.8,31.06,5,229,-0.04,-2.0
嵐,Power of the Paradise,https://open.spotify.com/track/1GlWT1gs1Ecqba0UuEfpVe,35,100,59.38,29.57,8,475,0.22,-1.85
[Alexandros],Feel like,https://open.spotify.com/track/5G0dqqXFlicTj6cMIy5EIF,33,76,54.29,15.23,7,380,-0.07,-1.67
秦基博,70億のピース,https://open.spotify.com/track/4Dzbe4mOffgDuKZXX6W0sZ,26,85,32.4,30.57,5,162,0.88,-1.15
Happiness,Ordinary Girls,https://open.spotify.com/track/1gQb1B2dgZWCBzhCMRALLg,15,85,61.2,27.91,5,306,-0.73,-1.37
梅林太郎,Yuri on ICE,https://open.spotify.com/track/6mhtjlYdbceFnMlRfkbsQu,12,14,9.67,5.86,3,29,-0.34,-2.33
KinKi Kids,道は手ずから夢の花,https://open.spotify.com/track/38cAjL3JZbExGWsoepEcOf,2,98,57.0,42.36,4,228,-0.28,-2.04
aiko,恋をしたのは,https://open.spotify.com/track/58HhVshAYiu0HO0M0qPiRd,1,97,54.22,32.71,9,488,-0.36,-1.39
三代目 J Soul Brothers from EXILE TRIBE,BRIGHT,https://open.spotify.com/track/3nmwTWoxOHlZ89Z8OBeBfc,26,85,42.67,36.94,3,128,0.36,-2.33
GLAY,彼女はゾンビ,https://open.spotify.com/track/5MWqLp7GFcnwtoKPQXsnWJ,94,94,51.67,42.0,3,155,0.02,-2.33
GLIM SPANKY,ワイルド・サイドを行け,https://open.spotify.com/track/7rubleKOMBADcIYAwNdRuM,71,71,56.33,13.65,3,169,0.17,-2.33
Happiness,Sexy Young Beautiful,https://open.spotify.com/track/6GMlSSJjIqFyS2ZT7E1MwR,64,97,71.2,20.6,5,356,-0.24,-1.58
MACO,恋心,https://open.spotify.com/track/0G92jG8LLKQcxnolbg5YTJ,35,82,54.0,22.35,4,216,0.24,-2.17
KANA-BOON,ランアンドラン,https://open.spotify.com/track/3U7hgUytI4Gd1fcHvC6Mpf,32,81,33.25,33.96,4,133,0.49,-1.85
氣志團,我ら思う、故に我ら在り,https://open.spotify.com/track/67ZJ4fOMigO2AONjMFClef,9,88,41.0,34.92,4,164,0.37,-1.98
安田レイ,あしたいろ,https://open.spotify.com/track/7GjRGVDNPwZzJNHKOuHwXk,3,68,31.38,22.43,8,251,0.35,-1.52
EXILE THE SECOND,WILD WILD WILD,https://open.spotify.com/track/1xzTMrSItSqfwDFvIHDOkm,99,99,56.75,32.77,4,227,0.15,-1.87
松田聖子,薔薇のように咲いて 桜のように散って,https://open.spotify.com/track/57r9tjNf2tqWmmp8So8TEN,95,95,57.33,31.98,6,344,0.01,-2.07
宇多田ヒカル,桜流し,https://open.spotify.com/track/2TQsZUVhevVTtNUil5JoJv,86,99,79.7,21.96,10,797,-1.21,0.29
JUJU,六本木心中,https://open.spotify.com/track/1C4cGeiGKJyNVMrNefWyLR,79,79,52.67,23.71,3,158,0.26,-2.33
いきものがかり,ラストシーン,https://open.spotify.com/track/06KAVn6lofXi28tilDkZ1X,77,84,60.0,26.69,9,540,-0.99,-0.52
Aimer(エメ),蝶々結び,https://open.spotify.com/track/3HxJaKzob7tdcr4qmqfR1d,76,93,56.93,28.59,14,797,-0.32,-1.56
AKB48,LOVE TRIP,https://open.spotify.com/track/5eV9jATb8EvaUo7XY3aIZm,71,100,57.3,30.06,10,573,-0.12,-1.47
Flower,他の誰かより悲しい恋をしただけ,https://open.spotify.com/track/4FLqIoJrWse8uiKkqTOP9u,68,87,55.75,26.53,8,446,-0.54,-1.39
ベリーグッドマン,Eye to Eye,https://open.spotify.com/track/03rMqZKHfHbrDw1KWMmUzi,58,58,44.8,16.15,5,224,-0.72,-1.33
BUMP OF CHICKEN,アリア,https://open.spotify.com/track/5SziznMDrITZ0bMcFvtLJF,57,92,54.4,26.02,10,544,-0.2,-1.46
HKT48,最高かよ,https://open.spotify.com/track/6wgJfy5bVOhEiKz08YaV64,55,100,72.14,21.14,7,505,-0.08,-1.68
ShuuKaRen,UNIVERSE,https://open.spotify.com/track/4X1RYp4o5WEyqslCPcxOzw,53,95,61.83,21.05,6,371,0.06,-1.09
CHiCO with HoneyWorks,カヌレ,https://open.spotify.com/track/0xdYMLOVH0DPNNg1zPofzO,51,77,43.25,27.33,4,173,0.12,-2.03
[Alexandros],Swan,https://open.spotify.com/track/6RivfMf0LaWnqCxVI3nYd1,45,97,63.14,28.51,7,442,-0.21,-1.64
BUMP OF CHICKEN,アンサー,https://open.spotify.com/track/6laONlj9zCF3hPNsQUePM6,39,94,67.14,21.48,7,470,0.07,-1.96
ももいろクローバーZ,ザ・ゴールデン・ヒストリー,https://open.spotify.com/track/74ZWPqxqRum1Gow3uWFjto,29,97,51.5,40.9,4,206,0.02,-2.22
SHISHAMO,夏の恋人,https://open.spotify.com/track/4gtzNVKVj4GZ0R61Fmzf4q,14,89,52.75,30.66,4,211,-0.09,-1.87
Aimer(エメ),カタオモイ,https://open.spotify.com/track/2HovXsvcdJur52BOcYGydz,10,72,24.89,21.39,19,473,0.77,-0.76
Aqours,ユメ語るよりユメ歌おう,https://open.spotify.com/track/2JPAQlBorjtYLlTfCAwT6s,5,96,50.2,34.19,5,251,0.03,-1.72
MYTH & ROID,Paradisus-Paradoxum,https://open.spotify.com/track/6aCZ2noQlK6iU0thJAyyZ6,3,89,40.2,33.18,5,201,0.29,-1.7
Brian the Sun,Maybe,https://open.spotify.com/track/6ExsYgExPQLb59Hwx6cUDU,2,83,44.0,40.58,3,132,-0.07,-2.33
SawanoHiroyuki[nZk]:Tielle,Into the Sky,https://open.spotify.com/track/24BcGYViz1fPTXgqpp1sel,95,95,51.33,44.52,3,154,-0.04,-2.33
桑田佳祐,大河の一滴,https://open.spotify.com/track/3HlNC7qZKiBTwOBoH7Ogfg,90,90,63.62,18.51,8,509,0.21,-1.77
大原櫻子,大好き,https://open.spotify.com/track/59DxJYdRVA1SGwAhNpigTi,79,97,65.0,28.46,9,585,-0.67,-1.08
EXO,Monster,https://open.spotify.com/track/7GbUWl6qLW1gdngbEV2WDJ,72,92,55.17,33.31,6,331,-0.37,-1.64
miwa,Princess,https://open.spotify.com/track/3Nvw8ErCjnc6bfaZT6el3y,71,94,51.0,31.74,5,255,0.17,-1.87
E-girls,STRAWBERRY サディスティック,https://open.spotify.com/track/1M3fE6dvQRfCQpocmR3MHx,67,81,56.62,23.97,8,453,-0.36,-1.81
ブンブンサテライツ,LAY YOUR HANDS ON ME,https://open.spotify.com/track/1F34Gu9yLlQicDJ9Pud9Ua,61,90,56.33,18.84,6,338,0.71,-1.08
フレデリック,オンリーワンダー,https://open.spotify.com/track/3HZ0BwTVMck7plmA4HbeFr,42,86,44.0,30.34,5,220,-0.04,-1.46
AKB48,翼はいらない,https://open.spotify.com/track/4s7Q3JcpQhDAWOajkPwII6,32,100,73.0,29.06,6,438,-0.3,-1.96
藤原さくら,好きよ 好きよ 好きよ,https://open.spotify.com/track/4tE1JHzU5WTOVMXFFC1YKJ,22,91,71.67,29.59,6,430,-0.71,-1.51
Brian the Sun,HEROES,https://open.spotify.com/track/32CwLhZJBa6C5Q0bJe0Q47,20,81,49.8,23.83,5,249,0.08,-1.87
EGOIST,KABANERI OF THE IRON FORTRESS,https://open.spotify.com/track/5ltF6YRUpZNrEjZF7ky6eI,19,97,61.29,32.31,7,429,-0.25,-1.89
平井大,Life is Beautiful,https://open.spotify.com/track/022a9bG2NNI1i7SVjX4Xq4,15,33,21.33,10.12,3,64,0.38,-2.33
LACCO TOWER,薄紅,https://open.spotify.com/track/2g7l5je41u1zIt5qx3QLsr,17,72,48.5,23.1,4,194,-0.36,-1.87
Kis-My-Ft2,Gravity,https://open.spotify.com/track/4zOL65XItJx0InjzqtIEXc,43,100,76.0,29.55,3,228,-0.28,-2.33
槇原敬之,遠く遠く,https://open.spotify.com/track/6jljTubNfEw3OWdhItKGDG,3,47,23.0,17.0,7,161,0.35,-1.76
Crystal Kay,何度でも,https://open.spotify.com/track/4g5UwD7bSz4WkgMopxGZGl,42,85,69.9,12.34,10,699,-0.87,0.01
[Alexandros],Girl A,https://open.spotify.com/track/75vn22e6vWtXWf1s97ftYM,29,94,49.7,26.96,10,497,0.45,-1.55
福山雅治,家族になろうよ,https://open.spotify.com/track/64awLoKSPoQ5M6YulMsyCe,21,100,55.09,29.77,34,1873,-0.19,-1.37
SHISHAMO,君とゲレンデ,https://open.spotify.com/track/6H3X41Jx3g53VSuCQrCBq7,15,53,21.5,21.44,4,86,0.66,-1.74
